,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Rent (R$),Condominium Fee (R$),Total Value (R$),Value per m²
9298,Jardim Marajoara,75,3,2,2,1500,706,2206,29.413334
9299,Outro,85,3,2,2,1850,780,2630,30.941177
9300,Barra Funda,45,1,1,0,1200,369,1569,34.866665
9301,Liberdade,50,1,1,1,1700,420,2120,42.4
9302,Higienópolis,70,2,1,0,2220,675,2895,41.357143
9303,Vila Olímpia,128,3,4,3,12400,1550,13950,108.984375
9304,Vila Mariana,38,1,1,1,3000,440,3440,90.52631
9305,Moema,31,1,1,1,3400,31,3431,110.67742
9306,Moema,210,3,5,3,21700,2000,23700,112.85714
9307,Vila Olímpia,74,2,2,2,5450,853,6303,85.175674
9308,Outro,70,3,2,1,2000,350,2350,33.57143
9309,Butantã,30,1,1,0,1200,350,1550,51.666668
9310,Paraíso,80,2,3,2,3200,901,4101,51.2625
9311,Bom Retiro,78,2,1,0,1600,100,1700,21.794872
9312,Higienópolis,202,4,6,4,6485,2500,8985,44.480198
9313,Outro,30,1,1,0,1000,222,1222,40.733334
9314,Jardins,110,3,3,1,4300,1445,5745,52.227272
9315,Butantã,17,1,1,0,1350,0,1350,79.411766
9316,Pinheiros,40,1,1,1,3000,770,3770,94.25
9317,Santana,62,2,1,1,1750,735,2485,40.080647
9318,Morumbi,58,2,2,1,1500,600,2100,36.206898
9319,Brooklin,95,2,2,0,2950,869,3819,40.2
9320,Outro,78,2,2,1,2000,350,2350,30.128204
9321,Pinheiros,270,4,6,4,14000,3500,17500,64.81481
9322,Perdizes,110,3,3,2,3500,1050,4550,41.363636
9323,Vila Guarani,42,1,1,1,1250,658,1908,45.42857
9324,Outro,70,3,2,1,2300,670,2970,42.42857
9325,Vila Formosa,71,3,1,1,1400,370,1770,24.929577
9326,Vila Mariana,30,1,1,0,1400,130,1530,51.0
9327,Ipiranga,31,1,1,1,1500,474,1974,63.677418
9328,Jabaquara,56,2,2,2,1600,543,2143,38.267857
9329,Santa Cecília,70,2,1,0,1800,160,1960,28.0
9330,Consolação,39,1,1,1,2200,392,2592,66.46154
9331,Outro,286,5,5,4,11000,2800,13800,48.251747
9332,Pinheiros,163,3,4,2,5000,1704,6704,41.128834
9333,Jardim Paulista,600,2,3,2,43000,1511,44511,74.185
9334,Outro,104,3,3,2,3800,810,4610,44.326923
9335,Vila Mariana,78,2,2,2,3100,970,4070,52.179485
9336,Bela Vista,57,1,1,0,1200,430,1630,28.59649
9337,Vila Nova Conceição,78,1,1,1,9192,2308,11500,147.4359
9338,Jardim Paulista,55,2,1,1,2800,950,3750,68.181816
9339,Jardim Europa,140,3,1,1,6000,1400,7400,52.857143
9340,Tatuapé,45,1,1,1,2350,458,2808,62.4
9341,Santana,90,3,2,1,1650,916,2566,28.51111
9342,Jardim América,30,1,1,1,1750,720,2470,82.333336
9343,Perdizes,110,3,2,1,2500,1256,3756,34.145454
9344,Bela Vista,63,2,1,1,5600,0,5600,88.888885
9345,Vila Mariana,76,2,2,1,1880,1290,3170,41.710526
9346,Granja Julieta,240,4,4,4,14000,3300,17300,72.083336
9347,Itaim Bibi,46,1,1,1,3943,815,4758,103.434784
9348,Santana,68,2,1,1,1700,750,2450,36.02941
9349,Outro,75,3,1,1,1500,770,2270,30.266666
9350,Saúde,40,1,1,1,2500,782,3282,82.05
9351,Ipiranga,67,2,2,1,3800,539,4339,64.76119
9352,Outro,40,2,1,0,1400,100,1500,37.5
9353,Vila Nova Conceição,85,2,2,0,3000,660,3660,43.058823
9354,Santo Amaro,85,3,2,1,4000,0,4000,47.058823
9355,Outro,60,2,1,1,1600,250,1850,30.833334
9356,Outro,35,1,2,1,1350,750,2100,60.0
9357,Vila Mariana,45,1,1,0,1500,160,1660,36.88889
9358,Liberdade,60,2,1,1,3000,750,3750,62.5
9359,Outro,64,2,1,1,1300,670,1970,30.78125
9360,Vila Mariana,20,1,1,1,2500,400,2900,145.0
9361,Consolação,120,2,3,1,5400,1419,6819,56.825
9362,Granja Julieta,38,1,1,1,2500,507,3007,79.13158
9363,Vila Prudente,104,2,3,2,3600,812,4412,42.423077
9364,Pompeia,60,2,2,1,2200,930,3130,52.166668
9365,Morumbi,65,3,1,1,1550,490,2040,31.384615
9366,Centro,35,1,1,0,700,350,1050,30.0
9367,Outro,63,2,2,2,2500,629,3129,49.666668
9368,Jardim América,85,2,2,0,3000,926,3926,46.188236
9369,Bela Vista,35,1,1,1,1300,1151,2451,70.02857
9370,Cidade Monções,70,1,1,1,5500,994,6494,92.77143
9371,Outro,50,2,1,1,1300,350,1650,33.0
9372,Brooklin,75,2,2,1,2900,1250,4150,55.333332
9373,República,30,1,1,1,2400,950,3350,111.666664
9374,Jardim Anália Franco,109,3,2,2,4000,874,4874,44.715595
9375,Vila Olímpia,60,2,1,1,2600,950,3550,59.166668
9376,Campo Belo,47,1,1,1,2600,574,3174,67.53191
9377,Aclimação,34,1,1,1,1950,615,2565,75.44118
9378,Moema,70,2,3,1,3500,785,4285,61.214287
9379,Bela Vista,50,2,1,1,3490,790,4280,85.6
9380,Higienópolis,90,2,2,1,2600,960,3560,39.555557
9381,Santa Cecília,50,2,1,1,1800,500,2300,46.0
9382,Campo Belo,50,1,1,1,3700,428,4128,82.56
9383,Vila Mariana,90,2,1,1,2000,1148,3148,34.97778
9384,Outro,75,3,2,1,1300,700,2000,26.666666
9385,Pinheiros,110,3,2,1,7500,1550,9050,82.27273
9386,Aclimação,176,4,5,3,8500,1260,9760,55.454544
9387,Jardim Paulista,280,4,5,2,10000,4540,14540,51.92857
9388,Bela Vista,25,1,1,0,1850,290,2140,85.6
9389,Vila Clementino,68,2,2,1,2500,882,3382,49.735294
9390,Higienópolis,164,3,2,2,4985,2400,7385,45.030487
9391,Liberdade,44,1,1,1,1850,660,2510,57.045456
9392,Outro,71,3,2,1,2100,550,2650,37.323944
9393,Campo Belo,70,1,1,1,4500,1150,5650,80.71429
9394,Vila Buarque,86,1,1,0,2100,440,2540,29.534883
9395,Bela Vista,48,1,1,1,3200,0,3200,66.666664
9396,Itaim Bibi,50,1,2,1,2800,856,3656,73.12
9397,Pinheiros,50,2,1,1,3170,800,3970,79.4
9398,Pinheiros,88,2,2,2,9700,1380,11080,125.90909
9399,Outro,96,3,3,2,3500,1018,4518,47.0625
9400,Indianópolis,86,2,2,1,3000,772,3772,43.860466
9401,Outro,200,4,6,4,8000,3200,11200,56.0
9402,Outro,100,3,3,2,2900,1134,4034,40.34
9403,Vila Olímpia,127,3,4,2,12000,1400,13400,105.51181
9404,Vila Nova Conceição,128,3,3,3,5000,2250,7250,56.640625
9405,Vila Olímpia,48,1,1,2,8500,0,8500,177.08333
9406,Vila Madalena,78,2,2,2,2040,538,2578,33.05128
9407,Mirandópolis,50,2,1,0,1500,750,2250,45.0
9408,Pompeia,75,3,2,2,3000,950,3950,52.666668
9409,Outro,50,2,1,0,1200,483,1683,33.66
9410,Vila Leopoldina,153,3,4,3,9000,1200,10200,66.666664
9411,Jardim América,160,3,4,2,6500,2200,8700,54.375
9412,Outro,69,2,1,1,2200,450,2650,38.405796
9413,Perdizes,55,2,2,1,3000,470,3470,63.090908
9414,Moema,170,3,4,3,13000,2296,15296,89.97647
9415,Brooklin,80,3,3,1,2700,843,3543,44.2875
9416,Vila Buarque,35,1,1,1,1300,800,2100,60.0
9417,Pinheiros,90,3,3,2,6300,1100,7400,82.22222
9418,Vila Clementino,45,1,1,0,1800,0,1800,40.0
9419,Consolação,33,1,1,1,1600,575,2175,65.90909
9420,Jardim Europa,190,3,4,2,10000,4050,14050,73.947365
9421,Vila Madalena,104,3,3,3,6700,1800,8500,81.73077
9422,Outro,100,2,1,1,1900,0,1900,19.0
9423,Itaim Bibi,128,3,4,3,12000,1750,13750,107.421875
9424,Outro,49,2,1,1,2200,485,2685,54.795918
9425,Santa Cecília,85,2,2,0,2600,840,3440,40.47059
9426,Jardim Paulista,168,3,2,1,6000,1800,7800,46.42857
9427,Itaim Bibi,190,3,3,3,10000,2263,12263,64.54211
9428,Vila Olímpia,67,2,2,1,2600,969,3569,53.268658
9429,Outro,47,2,1,1,1000,200,1200,25.531916
9430,Outro,60,2,2,1,1800,773,2573,42.883335
9431,República,35,1,1,0,1300,555,1855,53.0
9432,Itaim Bibi,40,1,1,1,5000,700,5700,142.5
9433,Vila Mariana,70,2,2,1,2500,770,3270,46.714287
9434,Santa Cecília,30,1,1,1,2000,616,2616,87.2
9435,Vila Olímpia,45,1,1,1,3800,654,4454,98.977776
9436,Brooklin,134,3,4,2,10000,1300,11300,84.32836
9437,Itaim Bibi,130,3,3,2,6500,2249,8749,67.3
9438,Pinheiros,91,2,2,1,3000,1100,4100,45.054947
9439,Moema,31,1,1,1,4000,360,4360,140.64516
9440,Vila Madalena,25,1,1,0,2100,700,2800,112.0
9441,Morumbi,64,2,2,1,2250,460,2710,42.34375
9442,Vila Guarani,94,3,3,1,3600,600,4200,44.68085
9443,Santana,92,3,3,2,2750,1250,4000,43.47826
9444,Outro,97,3,3,2,2800,790,3590,37.01031
9445,Itaim Bibi,85,2,2,2,4500,1285,5785,68.05882
9446,Vila Leopoldina,74,2,3,1,2500,0,2500,33.783783
9447,Cidade Monções,38,1,1,1,3300,550,3850,101.31579
9448,Moema,48,1,2,1,3180,949,4129,86.020836
9449,Outro,58,2,1,1,1300,0,1300,22.413794
9450,Itaim Bibi,45,1,1,1,1800,762,2562,56.933334
9451,Campos Eliseos,34,1,1,1,1300,451,1751,51.5
9452,Saúde,50,1,1,1,2700,0,2700,54.0
9453,Brooklin,156,3,5,3,10000,1800,11800,75.64103
9454,Saúde,85,3,2,1,2000,780,2780,32.705883
9455,Higienópolis,134,4,3,1,4890,1844,6734,50.25373
9456,Jardim Prudência,52,2,1,1,2500,680,3180,61.153847
9457,Outro,120,3,4,2,5500,890,6390,53.25
9458,Vila Olímpia,89,3,2,2,6170,914,7084,79.595505
9459,Vila Mariana,67,2,2,1,3000,550,3550,52.985073
9460,Vila Carrão,84,2,2,2,3600,600,4200,50.0
9461,Bela Vista,42,1,1,1,2700,431,3131,74.54762
9462,Itaim Bibi,105,3,3,1,5500,1346,6846,65.2
9463,Campo Belo,110,3,4,2,4000,1127,5127,46.609093
9464,Pirituba,74,3,2,2,3500,0,3500,47.2973
9465,Outro,50,2,1,1,1300,430,1730,34.6
9466,Campo Belo,50,1,2,1,3500,650,4150,83.0
9467,Outro,55,2,1,1,1000,300,1300,23.636364
9468,Brooklin,50,1,2,1,3150,651,3801,76.02
9469,Bela Vista,52,1,1,0,2500,390,2890,55.576923
9470,Bela Vista,32,1,1,0,1500,375,1875,58.59375
9471,Pinheiros,160,3,4,2,5300,1800,7100,44.375
9472,Bela Vista,53,2,2,1,2300,863,3163,59.679245
9473,Campo Belo,177,3,5,4,6447,3191,9638,54.451977
9474,Saúde,34,1,1,1,1500,600,2100,61.764706
9475,Jardim Marajoara,64,3,2,1,1570,780,2350,36.71875
9476,Paraíso,140,3,3,2,3850,1950,5800,41.42857
9477,Outro,48,2,1,1,1000,190,1190,24.791666
9478,Pinheiros,76,2,2,1,2780,882,3662,48.18421
9479,Outro,38,1,1,1,1000,943,1943,51.13158
9480,Perdizes,168,4,3,2,4300,1933,6233,37.10119
9481,Higienópolis,168,4,2,3,5700,2750,8450,50.29762
9482,Outro,271,4,4,4,15000,3500,18500,68.265686
9483,Vila Prudente,56,2,1,1,2770,0,2770,49.464287
9484,Jardim Anália Franco,156,3,4,4,3300,1427,4727,30.301283
9485,Vila Mascote,103,3,3,2,3000,1200,4200,40.7767
9486,Santo Amaro,280,4,6,3,10000,2300,12300,43.92857
9487,Brooklin,85,2,3,2,8500,1110,9610,113.05882
9488,Outro,100,3,3,3,3900,1000,4900,49.0
9489,Brás,50,2,1,1,1600,370,1970,39.4
9490,Outro,40,1,1,1,950,320,1270,31.75
9491,Santa Cecília,65,1,1,0,1200,572,1772,27.261538
9492,Paraíso,65,2,1,1,3350,880,4230,65.07692
9493,Cidade Monções,172,3,3,3,8770,2000,10770,62.61628
9494,Campo Belo,75,2,2,1,1180,1384,2564,34.18667
9495,Vila Buarque,45,2,1,1,1400,500,1900,42.22222
9496,Chácara Santo Antônio,143,3,5,2,6200,1050,7250,50.6993
9497,Outro,49,2,1,1,900,390,1290,26.32653
9498,Brooklin,67,1,2,2,4000,793,4793,71.537315
9499,Santana,49,1,1,1,2350,507,2857,58.30612
9500,Outro,50,2,1,1,1450,525,1975,39.5
9501,Outro,74,2,2,1,2440,1401,3841,51.905407
9502,Vila Romana,172,3,4,4,13985,1800,15785,91.773254
9503,Outro,65,3,1,1,1150,570,1720,26.461538
9504,Outro,24,1,1,1,1200,212,1412,58.833332
9505,Jaguaré,70,3,2,2,2400,705,3105,44.357143
9506,Vila Santa Catarina,147,3,4,2,5000,1200,6200,42.176872
9507,Perdizes,80,2,2,1,2700,998,3698,46.225
9508,Itaim Bibi,40,1,1,1,4200,583,4783,119.575
9509,Campo Belo,268,3,1,2,15800,2450,18250,68.097015
9510,Outro,75,2,2,1,2800,917,3717,49.56
9511,Saúde,70,2,2,1,1860,970,2830,40.42857
9512,Campo Belo,201,4,4,4,14000,2300,16300,81.09453
9513,Vila Mariana,80,2,1,1,2500,750,3250,40.625
9514,Aclimação,60,2,1,0,1400,369,1769,29.483334
9515,Outro,90,3,2,1,1600,710,2310,25.666666
9516,Móoca,55,2,2,1,2700,270,2970,54.0
9517,Jardim Prudência,69,3,2,1,2204,760,2964,42.95652
9518,Barra Funda,128,4,3,2,5500,1200,6700,52.34375
9519,Alto da Lapa,92,1,1,1,3200,1,3201,34.79348
9520,Brooklin,43,1,1,1,2100,850,2950,68.60465
9521,Moema,36,1,1,1,1500,1150,2650,73.611115
9522,Aclimação,105,2,3,2,7200,0,7200,68.57143
9523,Brooklin,98,2,3,2,8750,1700,10450,106.63265
9524,Santa Ifigênia,44,1,1,1,2700,664,3364,76.454544
9525,Outro,42,2,1,0,1100,270,1370,32.61905
9526,Brooklin,157,3,3,2,4000,1510,5510,35.095543
9527,Cerqueira César,100,2,2,1,4300,1124,5424,54.24
9528,Outro,59,2,2,1,1500,730,2230,37.79661
9529,Paraíso,77,2,2,1,7000,1000,8000,103.8961
9530,Brooklin,127,3,3,3,7000,1700,8700,68.50394
9531,Jardim Paulista,110,3,3,2,4000,1835,5835,53.045456
9532,Outro,86,2,3,2,4300,820,5120,59.534885
9533,Jardim Marajoara,50,2,1,1,1600,650,2250,45.0
9534,Brás,48,2,1,1,1700,360,2060,42.916668
9535,Granja Julieta,75,2,1,2,3800,750,4550,60.666668
9536,Pinheiros,120,3,3,2,3900,1496,5396,44.966667
9537,Outro,68,3,1,1,1700,650,2350,34.558823
9538,Chácara Klabin,70,3,2,1,2700,929,3629,51.842857
9539,Vila Mariana,84,2,1,1,3600,522,4122,49.07143
9540,Campo Belo,42,1,1,1,2700,545,3245,77.2619
9541,Outro,157,4,4,4,7000,1400,8400,53.503185
9542,Vila Romana,94,2,2,2,4900,750,5650,60.106384
9543,Água Branca,58,2,2,1,2500,550,3050,52.58621
9544,Itaim Bibi,61,1,2,2,3500,1823,5323,87.2623
9545,Higienópolis,41,1,1,1,1900,660,2560,62.439026
9546,Jabaquara,38,1,1,1,1800,349,2149,56.55263
9547,Outro,45,2,1,1,1000,427,1427,31.711111
9548,Cerqueira César,72,2,2,1,2600,832,3432,47.666668
9549,Itaim Bibi,49,1,1,1,3000,1000,4000,81.63265
9550,Água Branca,128,3,4,2,10350,801,11151,87.11719
9551,Santa Cecília,110,2,1,0,2000,570,2570,23.363636
9552,Campo Belo,180,4,4,2,2900,1875,4775,26.527779
9553,Pinheiros,63,2,2,1,3300,1050,4350,69.04762
9554,Saúde,55,2,2,1,1665,954,2619,47.618183
9555,Vila Olímpia,27,1,1,1,4000,0,4000,148.14815
9556,Vila Uberabinha,56,2,2,1,2100,936,3036,54.214287
9557,Vila Cruzeiro,60,1,1,1,3100,535,3635,60.583332
9558,Vila Leopoldina,158,3,5,2,7500,1200,8700,55.06329
9559,Outro,74,3,2,1,1700,500,2200,29.72973
9560,Jardim Paulista,223,3,5,4,20000,3422,23422,105.03139
9561,Higienópolis,66,2,2,1,3000,970,3970,60.151516
9562,Vila Nova Conceição,161,3,4,4,12000,2300,14300,88.81988
9563,Santana,52,2,1,1,1400,529,1929,37.096153
9564,Ipiranga,237,4,4,3,10000,1800,11800,49.78903
9565,Paraíso,71,2,2,1,3100,797,3897,54.887325
9566,Brooklin,189,3,4,3,10000,2500,12500,66.137566
9567,Vila Madalena,70,1,1,1,5700,985,6685,95.5
9568,Consolação,57,2,2,1,5800,600,6400,112.2807
9569,Liberdade,25,1,1,0,1700,447,2147,85.88
9570,Vila Mariana,60,2,2,1,2800,685,3485,58.083332
9571,Outro,50,2,1,1,1000,290,1290,25.8
9572,Outro,61,2,2,1,2500,210,2710,44.42623
9573,Outro,50,2,1,1,1000,584,1584,31.68
9574,Vila Madalena,79,2,3,2,5000,1370,6370,80.63291
9575,Outro,64,2,2,1,1100,790,1890,29.53125
9576,Outro,50,2,1,1,1600,400,2000,40.0
9577,Higienópolis,303,4,4,4,9500,5620,15120,49.90099
9578,Morumbi,78,3,2,1,1800,788,2588,33.179485
9579,Lapa,70,2,1,0,1600,290,1890,27.0
9580,Vila Clementino,57,2,1,1,3200,621,3821,67.03509
9581,Santana,58,2,2,0,1200,680,1880,32.41379
9582,Móoca,70,3,1,1,1900,735,2635,37.642857
9583,Outro,67,2,2,1,3200,790,3990,59.55224
9584,Jardim Paulista,100,1,2,1,13000,0,13000,130.0
9585,Vila Andrade,96,2,2,2,3300,800,4100,42.708332
9586,Bela Vista,28,1,1,0,1100,374,1474,52.642857
9587,Vila Leopoldina,82,3,2,2,3300,950,4250,51.82927
9588,Perdizes,100,3,2,1,2500,790,3290,32.9
9589,Bela Vista,42,1,1,1,2700,431,3131,74.54762
9590,Vila Mariana,40,1,1,0,1600,858,2458,61.45
9591,Outro,60,2,2,1,1300,539,1839,30.65
9592,Brás,55,2,1,1,1300,600,1900,34.545456
9593,Santo Amaro,130,3,2,2,7000,1150,8150,62.692307
9594,Morumbi,190,3,3,2,4875,681,5556,29.242105
9595,Ipiranga,39,1,1,1,1800,420,2220,56.923077
9596,Itaim Bibi,62,1,2,1,12000,0,12000,193.54839
9597,Higienópolis,122,2,3,1,3500,1100,4600,37.704918
9598,Jardim América,120,2,2,0,4500,1466,5966,49.716667
9599,Jardim Paulista,500,5,7,7,60000,7000,67000,134.0
9600,Vila Leopoldina,172,3,4,3,6200,1520,7720,44.88372
9601,Itaim Bibi,236,4,6,4,15000,3940,18940,80.254234
9602,Freguesia do Ó,53,2,1,2,1915,535,2450,46.226414
9603,Ipiranga,80,2,2,1,1800,700,2500,31.25
9604,Aclimação,78,2,2,2,2500,230,2730,35.0
9605,Brooklin,124,3,5,2,7500,1056,8556,69.0
9606,Consolação,48,1,1,1,1800,439,2239,46.645832
9607,Pinheiros,43,1,1,1,3000,818,3818,88.790695
9608,Ipiranga,59,2,1,1,2070,760,2830,47.966103
9609,Itaim Bibi,130,3,3,2,6500,2250,8750,67.30769
9610,Pinheiros,75,2,2,0,2200,900,3100,41.333332
9611,Brooklin,55,2,1,1,2500,962,3462,62.945454
9612,Outro,226,4,5,4,6000,2800,8800,38.938053
9613,Vila Olímpia,62,1,2,1,4850,1500,6350,102.41936
9614,Outro,57,2,2,1,1400,800,2200,38.596493
9615,Outro,45,2,1,1,1400,0,1400,31.11111
9616,Butantã,57,2,2,2,1600,1100,2700,47.36842
9617,Santana,44,1,1,1,2100,523,2623,59.613636
9618,Outro,64,2,1,1,1400,700,2100,32.8125
9619,Jardim Europa,97,2,2,1,5500,1890,7390,76.18557
9620,Barra Funda,33,1,1,0,1800,290,2090,63.333332
9621,Vila Olímpia,65,2,2,2,2700,983,3683,56.661537
9622,Outro,55,2,1,1,1600,650,2250,40.909092
9623,Vila Mascote,37,2,1,0,2100,150,2250,60.81081
9624,Vila Nova Conceição,50,2,1,1,1350,810,2160,43.2
9625,Moema,45,1,2,1,1600,830,2430,54.0
9626,Cidade Monções,70,2,1,1,4450,712,5162,73.74286
9627,Cerqueira César,155,1,1,2,9000,2448,11448,73.85806
9628,República,261,3,3,1,8540,4100,12640,48.42912
9629,Jardim Paulista,72,1,2,1,4500,800,5300,73.611115
9630,Jardim Marajoara,82,3,2,1,2200,800,3000,36.585365
9631,Jardins,206,3,5,4,20000,3350,23350,113.34952
9632,Vila Guarani,58,2,1,1,1400,850,2250,38.793102
9633,Cerqueira César,170,3,5,3,7560,2284,9844,57.905884
9634,Pinheiros,69,2,2,1,3400,830,4230,61.304348
9635,Jabaquara,47,2,1,1,1500,600,2100,44.68085
9636,Jardim América,209,3,4,4,30000,4200,34200,163.63637
9637,Vila Clementino,85,3,3,2,3200,1150,4350,51.17647
9638,Liberdade,70,1,1,0,1200,450,1650,23.571428
9639,Itaim Bibi,77,1,2,1,4000,870,4870,63.246754
9640,Pompeia,61,2,2,1,2500,930,3430,56.229507
9641,Pinheiros,36,1,1,1,6500,0,6500,180.55556
9642,Outro,50,2,1,1,742,258,1000,20.0
9643,Campo Belo,160,3,3,3,5200,2000,7200,45.0
9644,Indianópolis,210,4,5,4,12500,0,12500,59.52381
9645,Vila Romana,200,4,2,3,6000,2000,8000,40.0
9646,Itaim Bibi,60,2,2,1,2200,550,2750,45.833332
9647,Outro,62,2,1,1,1150,420,1570,25.32258
9648,Brooklin,85,3,3,2,3600,823,4423,52.035294
9649,Outro,44,2,1,0,1300,0,1300,29.545454
9650,Santana,164,4,4,2,3500,1530,5030,30.670732
9651,Outro,89,2,1,1,2500,889,3389,38.07865
9652,Pinheiros,65,2,2,1,4400,820,5220,80.30769
9653,Jardim América,105,2,3,1,5300,1038,6338,60.361904
9654,Moema,45,1,1,0,2600,0,2600,57.77778
9655,Vila Buarque,25,1,1,0,2000,365,2365,94.6
9656,Tatuapé,137,3,3,3,3000,1395,4395,32.08029
9657,Paraíso,147,3,3,2,3800,1530,5330,36.258503
9658,Moema,123,3,4,2,8000,1253,9253,75.227646
9659,Outro,50,2,1,1,1500,500,2000,40.0
9660,Vila Mariana,70,2,1,0,2200,310,2510,35.857143
9661,Vila Nova Conceição,57,2,2,1,2800,1259,4059,71.210526
9662,Paraíso,60,1,1,0,1850,350,2200,36.666668
9663,Vila Nova Conceição,401,3,3,5,45000,5300,50300,125.43641
9664,Vila Mariana,119,3,2,2,6200,1400,7600,63.865547
9665,Vila Uberabinha,120,4,2,0,6000,1250,7250,60.416668
9666,Indianópolis,170,4,4,2,6000,1576,7576,44.564705
9667,Itaim Bibi,50,1,1,0,4300,100,4400,88.0
9668,Outro,43,2,1,0,1300,250,1550,36.046513
9669,Butantã,65,2,2,2,1700,730,2430,37.384617
9670,Panamby,58,2,2,1,1500,600,2100,36.206898
9671,Cambuci,60,2,2,1,2700,790,3490,58.166668
9672,Brooklin,120,3,3,2,6500,1650,8150,67.916664
9673,Itaim Bibi,80,2,1,2,2900,1083,3983,49.7875
9674,Santa Cecília,30,1,1,1,2200,435,2635,87.833336
9675,Jardim Paulista,50,2,1,1,2600,837,3437,68.74
9676,Pompeia,60,2,2,2,2600,900,3500,58.333332
9677,Santa Cecília,30,1,1,0,1200,385,1585,52.833332
9678,Jardim Paulista,130,3,3,1,4200,1757,5957,45.82308
9679,Itaim Bibi,153,2,4,1,16000,1800,17800,116.33987
9680,Higienópolis,64,2,1,1,2000,669,2669,41.703125
9681,Consolação,40,1,1,1,2250,590,2840,71.0
9682,Casa Verde,40,1,1,0,750,0,750,18.75
9683,Granja Julieta,168,3,5,3,8000,1300,9300,55.357143
9684,Santa Cecília,34,1,1,1,2500,450,2950,86.76471
9685,Cerqueira César,40,1,1,1,1700,590,2290,57.25
9686,Pinheiros,50,1,1,0,2700,651,3351,67.02
9687,Casa Verde,78,3,2,2,1800,800,2600,33.333332
9688,Itaim Bibi,48,1,2,1,2000,687,2687,55.979168
9689,Vila Olímpia,56,2,2,2,2750,1130,3880,69.28571
9690,Outro,49,2,1,1,2530,336,2866,58.489796
9691,Vila Olímpia,55,1,1,1,4000,850,4850,88.181816
9692,Bela Vista,60,1,1,0,1350,525,1875,31.25
9693,Higienópolis,45,1,1,1,3000,1165,4165,92.55556
9694,Vila Guarani,49,1,1,1,1500,350,1850,37.7551
9695,Pirituba,52,2,1,1,1550,470,2020,38.846153
9696,Moema,130,3,2,2,3200,0,3200,24.615385
9697,Vila Clementino,70,2,1,1,2000,918,2918,41.685715
9698,Vila Olímpia,70,2,1,1,8000,975,8975,128.21428
9699,Outro,84,3,2,2,3800,560,4360,51.904762
9700,Vila Buarque,60,2,1,0,2500,450,2950,49.166668
9701,Liberdade,55,2,1,1,1700,600,2300,41.81818
9702,Jardim Anália Franco,131,3,1,3,5500,1400,6900,52.671757
9703,Pinheiros,55,2,1,0,2100,467,2567,46.672726
9704,Outro,62,2,2,1,2800,550,3350,54.032257
9705,Itaim Bibi,118,3,4,2,7000,2041,9041,76.618645
9706,Chácara Santo Antônio,54,2,1,1,2800,550,3350,62.037037
9707,Brooklin,45,1,1,1,2200,870,3070,68.22222
9708,Pompeia,81,3,3,2,2800,898,3698,45.65432
9709,Vila Clementino,60,2,2,1,3500,580,4080,68.0
9710,Pirituba,49,2,1,1,2300,540,2840,57.959183
9711,Vila Mariana,64,2,2,1,2400,550,2950,46.09375
9712,Ipiranga,15,1,1,0,1050,0,1050,70.0
9713,Bela Vista,41,1,1,1,3400,662,4062,99.07317
9714,Bela Vista,165,3,2,1,3390,1337,4727,28.648485
9715,Consolação,65,1,1,1,1450,850,2300,35.384617
9716,Mirandópolis,27,1,1,0,900,200,1100,40.74074
9717,Outro,110,3,4,2,5500,1200,6700,60.909092
9718,Outro,64,2,1,1,1500,282,1782,27.84375
9719,Outro,60,2,1,1,1160,240,1400,23.333334
9720,Cerqueira César,100,2,3,1,6000,1638,7638,76.38
9721,Outro,50,1,1,1,4000,742,4742,94.84
9722,Cambuci,36,1,1,1,1530,660,2190,60.833332
9723,Pinheiros,140,3,4,2,13000,1550,14550,103.92857
9724,Santo Amaro,53,1,2,1,2990,875,3865,72.92453
9725,Vila Leopoldina,140,3,3,2,5500,1400,6900,49.285713
9726,Cambuci,27,1,1,0,1300,150,1450,53.703705
9727,Itaim Bibi,35,1,1,1,2800,750,3550,101.42857
9728,Santa Ifigênia,46,1,1,1,1800,1300,3100,67.391304
9729,Jardim Paulista,60,2,2,0,1800,886,2686,44.766666
9730,Campo Belo,130,3,5,2,4980,1400,6380,49.076923
9731,Pompeia,40,1,1,1,2100,530,2630,65.75
9732,Liberdade,43,2,1,1,1600,450,2050,47.67442
9733,Morumbi,180,4,4,2,3600,1890,5490,30.5
9734,Pirituba,56,2,1,1,1300,524,1824,32.57143
9735,Jardim Paulista,30,1,1,1,2300,830,3130,104.333336
9736,Santana,253,4,6,4,6000,2680,8680,34.3083
9737,Jardim América,240,3,2,3,15000,3000,18000,75.0
9738,Outro,45,2,1,0,1000,50,1050,23.333334
9739,Lapa,62,2,3,1,2800,580,3380,54.51613
9740,Pinheiros,35,1,1,1,3500,500,4000,114.28571
9741,República,39,1,1,1,1750,750,2500,64.10256
9742,Jardim Paulista,35,1,1,0,1500,400,1900,54.285713
9743,Outro,43,1,1,1,1550,545,2095,48.720932
9744,Vila Olímpia,65,2,2,1,2500,1200,3700,56.923077
9745,Outro,54,2,1,1,1380,625,2005,37.12963
9746,Jaguaré,52,2,1,1,1400,403,1803,34.673077
9747,Moema,50,1,2,1,2591,831,3422,68.44
9748,Cidade Monções,70,2,2,1,4200,770,4970,71.0
9749,Bela Vista,63,2,1,2,3900,1293,5193,82.42857
9750,Jardim Marajoara,68,3,2,1,2500,0,2500,36.764706
